,city,Temp,Humidity,Cloudiness,Wind,Country,Lat,Lon,Date
335,rocha,8.08,88.0,70.0,2.74,UY,-34.4833,-54.3333,1653101552.0
336,bondoukou,22.25,97.0,97.0,2.81,CI,8.0333,-2.8,1653101552.0
337,port blair,28.67,80.0,100.0,9.02,IN,11.6667,92.75,1653101552.0
338,mariinsk,16.85,53.0,100.0,6.24,RU,56.2139,87.7472,1653101553.0
339,kasama,13.39,97.0,99.0,1.74,ZM,-10.2129,31.1808,1653101553.0
340,lorengau,28.76,77.0,100.0,4.22,PG,-2.0226,147.2712,1653101553.0
341,kamphaeng phet,23.86,97.0,100.0,3.16,TH,16.25,99.5,1653101553.0
342,manaure,27.44,73.0,6.0,7.23,CO,11.7751,-72.4445,1653101554.0
343,pulandian,26.95,33.0,5.0,5.55,CN,39.3953,121.9669,1653101554.0
344,fort frances,1.7,65.0,100.0,2.68,CA,48.5999,-93.4003,1653101554.0
345,kang,5.65,77.0,60.0,7.05,BW,-23.6752,22.7876,1653101555.0
346,kununurra,32.74,29.0,0.0,7.97,AU,-15.7667,128.7333,1653101481.0
347,moree,19.12,56.0,100.0,4.79,AU,-29.4667,149.85,1653101555.0
348,riaba,,,,,,,,
349,port hardy,10.83,77.0,0.0,4.53,CA,50.6996,-127.4199,1653101555.0
350,punta cardon,26.41,80.0,3.0,13.95,VE,11.6581,-70.215,1653101556.0
351,guerrero negro,17.58,77.0,0.0,5.77,MX,27.9769,-114.0611,1653101556.0
352,port hedland,27.86,51.0,29.0,5.33,AU,-20.3167,118.5667,1653101556.0
353,paradwip,,,,,,,,
354,dien bien,,,,,,,,
355,iwanai,22.75,44.0,100.0,2.99,JP,42.9744,140.5089,1653101557.0
356,galiwinku,,,,,,,,
357,sergeyevka,19.54,51.0,100.0,6.75,KZ,53.88,67.4158,1653101557.0
358,preobrazheniye,15.98,64.0,31.0,2.35,RU,42.9019,133.9064,1653101557.0
359,lakes entrance,15.65,62.0,0.0,2.34,AU,-37.8811,147.981,1653101558.0
360,mazatlan,23.9,88.0,0.0,0.89,MX,23.2167,-106.4167,1653101127.0
361,tura,26.43,83.0,16.0,2.34,IN,25.5198,90.2201,1653101558.0
362,ca mau,33.02,52.0,79.0,4.57,VN,9.1769,105.15,1653101558.0
363,alugan,29.49,72.0,100.0,4.63,PH,12.2188,125.4808,1653101559.0
364,elko,9.24,28.0,11.0,3.58,US,41.0002,-115.5012,1653101115.0
365,kirakira,28.96,71.0,74.0,3.28,SB,-10.4544,161.9205,1653101559.0
366,santana do acarau,22.54,98.0,93.0,0.24,BR,-3.4606,-40.2122,1653101559.0
367,tanete,30.77,59.0,62.0,5.14,ID,-3.9443,119.7848,1653101560.0
368,santa catarina de tepehuanes,14.81,41.0,0.0,3.58,MX,25.35,-105.7333,1653101560.0
369,boa vista,24.99,83.0,40.0,3.09,BR,2.8197,-60.6733,1653101503.0
370,teya,15.11,58.0,100.0,5.6,RU,60.3778,92.6267,1653101560.0
371,comayagua,22.99,92.0,96.0,1.49,HN,14.45,-87.6333,1653101506.0
372,uralskiy,,,,,,,,
373,talnakh,6.23,89.0,95.0,3.75,RU,69.4865,88.3972,1653101561.0
374,artyk,,,,,,,,
375,altay,22.97,30.0,1.0,0.28,CN,47.8667,88.1167,1653101561.0
376,richmond,26.04,73.0,91.0,3.15,US,37.5538,-77.4603,1653101561.0
377,norman wells,12.07,59.0,82.0,4.72,CA,65.282,-126.8329,1653101562.0
378,tabas,29.42,12.0,13.0,2.4,IR,33.5959,56.9244,1653101562.0
379,caravelas,20.46,72.0,0.0,2.51,BR,-17.7125,-39.2481,1653101562.0
380,yanan,,,,,,,,
381,catuday,27.94,73.0,97.0,4.22,PH,16.2923,119.8062,1653101563.0
382,puerto ayacucho,23.4,88.0,16.0,2.03,VE,5.6639,-67.6236,1653101563.0
383,andevoranto,,,,,,,,
384,suileng,21.29,34.0,18.0,6.83,CN,47.25,127.0833,1653101564.0
385,alta floresta,17.75,69.0,91.0,0.7,BR,-9.8756,-56.0861,1653101471.0
386,sataua,,,,,,,,
387,lasa,14.09,81.0,81.0,2.2,IT,46.6166,10.7002,1653101564.0
388,hvide sande,10.05,79.0,100.0,5.43,DK,56.0045,8.1294,1653101564.0
389,rehoboth,0.26,68.0,0.0,1.46,NA,-23.3167,17.0833,1653101565.0
390,zaraza,25.48,74.0,0.0,3.78,VE,9.3503,-65.3245,1653101565.0
391,skibbereen,12.84,92.0,100.0,4.93,IE,51.55,-9.2667,1653101565.0
392,sorvag,,,,,,,,
393,kaeo,16.85,66.0,100.0,4.96,NZ,-35.1,173.7833,1653101566.0
394,mergui,,,,,,,,
395,pangnirtung,-2.96,89.0,100.0,2.16,CA,66.1451,-65.7125,1653101566.0
396,kota kinabalu,29.93,70.0,100.0,2.24,MY,5.9749,116.0724,1653101294.0
397,katsuura,18.12,80.0,100.0,4.99,JP,35.1333,140.3,1653101566.0
398,talaya,3.16,86.0,100.0,1.99,RU,61.3833,152.75,1653101567.0
399,gondanglegi,26.96,80.0,100.0,1.18,ID,-7.7479,112.0132,1653101567.0
400,flinders,18.67,71.0,88.0,1.34,AU,-34.5833,150.8552,1653101567.0
401,malanje,15.17,96.0,0.0,1.75,AO,-9.5402,16.341,1653101568.0
402,shakawe,9.09,28.0,3.0,3.73,BW,-18.3667,21.85,1653101568.0
403,san cristobal,18.51,87.0,12.0,1.42,VE,7.7669,-72.225,1653101568.0
404,san miguel,24.07,94.0,91.0,0.56,SV,13.4833,-88.1833,1653101569.0
405,san policarpo,29.17,74.0,100.0,4.75,PH,12.1791,125.5072,1653101569.0
406,prince rupert,12.72,74.0,7.0,1.12,CA,54.3161,-130.3201,1653101569.0
407,itarema,24.61,87.0,64.0,1.66,BR,-2.9248,-39.9167,1653101569.0
408,muros,18.24,77.0,72.0,3.63,ES,42.7762,-9.0603,1653101570.0
409,sadat,33.33,48.0,38.0,5.03,IN,25.6833,83.2833,1653101570.0
410,ternate,28.65,73.0,93.0,1.69,ID,0.8,127.4,1653101570.0
411,liverpool,11.6,79.0,63.0,3.13,GB,53.4106,-2.9779,1653101521.0
412,santiago,14.36,70.0,0.0,0.93,CL,-33.4569,-70.6483,1653100968.0
413,constitucion,10.6,85.0,2.0,3.48,CL,-35.3333,-72.4167,1653101571.0
414,vestbygda,,,,,,,,
415,manoel urbano,19.98,81.0,69.0,0.49,BR,-8.8389,-69.2597,1653101571.0
416,hihifo,,,,,,,,
417,gazli,27.73,16.0,0.0,2.74,UZ,40.1333,63.45,1653101572.0
418,bambanglipuro,27.88,75.0,99.0,1.16,ID,-7.95,110.2833,1653101572.0
419,taunggyi,21.1,75.0,100.0,1.77,MM,20.7833,97.0333,1653101572.0
420,taraz,22.25,45.0,47.0,3.29,KZ,42.9,71.3667,1653101573.0
421,chulman,6.92,75.0,95.0,3.12,RU,56.8479,124.9104,1653101573.0
422,tigil,8.81,74.0,100.0,4.19,RU,57.8,158.6667,1653101573.0
423,filadelfia,21.11,92.0,99.0,1.79,US,39.9523,-75.1638,1653101286.0
424,brahmapuri,,,,,,,,
425,san luis,10.31,44.0,97.0,2.18,AR,-33.295,-66.3356,1653101574.0
426,tadine,23.33,90.0,100.0,11.46,NC,-21.55,167.8833,1653101574.0
427,dawson creek,7.0,53.0,64.0,0.69,CA,55.7666,-120.2362,1653101574.0
428,rosetta,19.28,85.0,21.0,6.7,EG,31.4044,30.4164,1653101575.0
429,namtsy,4.76,95.0,100.0,2.1,RU,62.7161,129.6658,1653101575.0
430,sangmelima,20.01,98.0,100.0,0.12,CM,2.9333,11.9833,1653101575.0
431,marzuq,24.15,20.0,34.0,1.46,YE,14.4,46.4667,1653101576.0
432,aykhal,5.62,77.0,62.0,3.57,RU,66.0,111.5,1653101576.0
433,haimen,24.8,78.0,83.0,4.2,CN,23.1935,116.6142,1653101576.0
434,stephenville crossing,6.59,69.0,100.0,0.51,CA,48.5,-58.4318,1653101576.0
435,grand-santi,22.48,100.0,100.0,0.8,GF,4.25,-54.3833,1653101577.0
436,raglan,15.64,66.0,53.0,8.99,NZ,-37.8,174.8833,1653101407.0
437,guaymas,23.03,62.0,0.0,4.46,MX,27.9333,-110.9,1653101574.0
438,kikwit,21.04,97.0,93.0,0.68,CD,-5.041,18.8162,1653101577.0
439,akdepe,18.55,50.0,97.0,10.35,TM,42.0551,59.3788,1653101577.0
440,beira,21.8,91.0,96.0,3.51,MZ,-19.8436,34.8389,1653101578.0
441,kainantu,20.62,79.0,74.0,1.59,PG,-6.2887,145.8655,1653101578.0
442,birjand,23.81,19.0,1.0,1.35,IR,32.8663,59.2211,1653101578.0
443,khor,18.88,65.0,100.0,5.14,RU,47.8861,134.9464,1653101579.0
444,orodara,25.25,67.0,38.0,4.54,BF,10.9492,-4.9342,1653101579.0
445,moindou,25.54,79.0,62.0,9.02,NC,-21.6924,165.677,1653101579.0
446,bilma,29.27,13.0,42.0,8.22,NE,18.6853,12.9164,1653101580.0
447,hirado,19.15,70.0,7.0,6.58,JP,33.3597,129.5531,1653101580.0
448,madang,29.69,64.0,38.0,2.75,PG,-5.2246,145.7966,1653101580.0
449,bur gabo,,,,,,,,
450,ahuimanu,26.69,83.0,94.0,0.89,US,21.4447,-157.8378,1653101581.0
451,margate,10.22,91.0,65.0,0.89,GB,51.3813,1.3862,1653101581.0
452,anajatuba,22.56,97.0,100.0,0.24,BR,-3.2644,-44.6197,1653101581.0
453,ust-nera,4.85,63.0,88.0,1.78,RU,64.5667,143.2,1653101582.0
454,saleaula,,,,,,,,
455,port lincoln,15.82,61.0,0.0,6.59,AU,-34.7333,135.8667,1653101582.0
456,matara,27.22,86.0,67.0,4.47,LK,5.9485,80.5353,1653101582.0
457,nakamura,15.5,95.0,100.0,4.02,JP,32.9833,132.9333,1653101583.0
458,barawe,,,,,,,,
459,luanda,20.83,90.0,0.0,2.45,AO,-8.8368,13.2343,1653101397.0
460,jiroft,,,,,,,,
461,camacha,16.72,77.0,0.0,6.62,PT,33.0833,-16.3333,1653101583.0
462,oranjemund,10.61,87.0,8.0,1.98,NA,-28.55,16.4333,1653101583.0
463,estelle,27.35,75.0,0.0,5.81,US,29.8458,-90.1067,1653101584.0
464,kargasok,10.6,50.0,33.0,7.16,RU,59.0556,80.8572,1653101584.0
465,abiy adi,,,,,,,,
466,navahrudak,8.7,96.0,97.0,1.88,BY,53.6,25.8333,1653101585.0
467,bemidji,3.78,89.0,92.0,2.24,US,47.4736,-94.8803,1653101585.0
468,hamilton,26.14,66.0,0.0,0.89,US,39.1834,-84.5333,1653101388.0
469,butterworth,30.61,70.0,95.0,1.34,MY,5.3991,100.3638,1653101585.0
470,padang,29.21,67.0,96.0,1.24,ID,-0.9492,100.3543,1653101586.0
471,urengoy,8.03,64.0,99.0,5.14,RU,65.9667,78.3667,1653101586.0
472,nanyang,26.71,43.0,99.0,2.82,CN,32.9947,112.5328,1653101586.0
473,shawinigan,19.45,75.0,87.0,5.97,CA,46.5668,-72.7491,1653101384.0
474,shellbrook,3.71,63.0,100.0,2.64,CA,53.2168,-106.4011,1653101517.0
475,gazojak,27.68,14.0,55.0,5.86,TM,41.1875,61.4036,1653101587.0
476,khash,25.55,16.0,0.0,1.88,IR,28.2211,61.2158,1653101587.0
477,broome,18.63,83.0,98.0,4.47,US,42.2506,-75.833,1653101587.0
478,lovozero,-0.24,83.0,98.0,3.28,RU,68.005,35.0117,1653101588.0
479,wukari,25.6,78.0,100.0,2.94,NG,7.85,9.7833,1653101588.0
480,khasan,16.67,69.0,53.0,3.52,RU,42.4308,130.6434,1653101588.0
481,ustye,1.29,65.0,99.0,1.39,RU,59.6304,39.736,1653101589.0
482,la tuque,17.73,84.0,60.0,5.85,CA,47.4334,-72.7824,1653101589.0
483,burnie,15.52,55.0,62.0,1.32,AU,-41.0667,145.9167,1653101589.0
484,utiroa,,,,,,,,
485,abu zabad,27.71,55.0,10.0,4.72,SD,12.35,29.25,1653101590.0
486,erzin,16.61,38.0,0.0,2.29,TR,36.9559,36.2,1653101590.0
487,cody,3.0,71.0,81.0,1.34,US,44.5263,-109.0565,1653101534.0
488,nanakuli,26.68,82.0,87.0,1.66,US,21.3906,-158.1547,1653101590.0
489,bethel,16.33,92.0,100.0,1.55,US,41.3712,-73.414,1653101591.0
490,natal,24.26,91.0,36.0,2.29,BR,-5.795,-35.2094,1653101591.0
491,kingisepp,4.54,65.0,3.0,3.35,RU,59.3733,28.6134,1653101591.0
492,songadh,29.68,58.0,15.0,6.98,IN,21.1667,73.5667,1653101592.0
493,buri,7.95,84.0,0.0,1.01,BR,-23.7975,-48.5928,1653101592.0
494,nizwa,32.56,21.0,22.0,0.31,OM,22.9333,57.5333,1653101592.0
495,kampot,30.76,67.0,90.0,5.12,KH,10.6167,104.1833,1653101593.0
496,sulangan,28.97,69.0,100.0,1.25,PH,11.1373,123.7228,1653101593.0
497,marcona,,,,,,,,
498,inta,0.55,70.0,100.0,5.41,RU,66.0317,60.1659,1653101593.0
499,saldanha,14.16,77.0,13.0,4.17,ZA,-33.0117,17.9442,1653101594.0
500,sal rei,21.28,85.0,70.0,6.33,CV,16.1833,-22.9167,1653101594.0
501,vanimo,30.01,66.0,61.0,3.39,PG,-2.6741,141.3028,1653101594.0
502,sogdiondon,,,,,,,,
503,mairipora,11.42,93.0,0.0,0.99,BR,-23.3186,-46.5867,1653101595.0
504,vanavara,18.75,40.0,5.0,2.4,RU,60.34,102.2797,1653101595.0
505,kalawit,29.98,69.0,90.0,1.09,PH,8.0667,122.5167,1653101595.0
506,vaitape,26.89,71.0,21.0,3.61,PF,-16.5167,-151.75,1653101596.0
507,karaul,,,,,,,,
508,kaseda,16.94,89.0,100.0,5.0,JP,31.4167,130.3167,1653101596.0
509,mut,14.53,45.0,0.0,3.24,TR,36.6439,33.4389,1653101596.0
510,varhaug,9.33,89.0,100.0,4.41,NO,58.6147,5.6457,1653101597.0
511,nadvoitsy,1.12,66.0,85.0,2.0,RU,63.8667,34.3167,1653101597.0
512,ust-uda,11.97,91.0,100.0,3.38,RU,54.1742,103.0304,1653101597.0
513,tiznit,19.24,73.0,28.0,0.99,MA,29.5833,-9.5,1653101598.0
514,gerash,29.95,14.0,0.0,0.87,IR,27.6652,54.1371,1653101598.0
515,komsomolskiy,24.22,39.0,42.0,1.79,UZ,40.4272,71.7189,1653101598.0
516,san julian,22.94,17.0,24.0,5.73,MX,21.0167,-102.1667,1653101598.0
517,mwinilunga,13.64,76.0,1.0,0.97,ZM,-11.7358,24.4293,1653101599.0
518,hobyo,25.99,83.0,85.0,8.81,SO,5.3505,48.5268,1653101599.0
519,malakal,27.44,59.0,40.0,2.24,SS,9.5334,31.6605,1653101599.0
520,sambava,21.45,86.0,21.0,5.1,MG,-14.2667,50.1667,1653101600.0
521,nioro,24.24,70.0,39.0,3.61,GM,13.35,-15.75,1653101600.0
522,san quintin,16.62,76.0,53.0,2.42,MX,30.4833,-115.95,1653101600.0
523,saint-francois,17.6,88.0,100.0,1.2,FR,46.4154,3.9054,1653101602.0
524,warrnambool,16.01,62.0,2.0,2.83,AU,-38.3833,142.4833,1653101603.0
525,valle de allende,21.14,15.0,0.0,9.23,MX,26.9333,-105.4,1653101604.0
526,manado,29.37,74.0,74.0,1.41,ID,1.487,124.8455,1653101605.0
527,cabedelo,25.04,85.0,94.0,3.53,BR,-6.9811,-34.8339,1653101605.0
528,detchino,5.25,69.0,100.0,3.35,RU,54.8092,36.3075,1653101605.0
529,coihaique,4.67,95.0,90.0,2.69,CL,-45.5752,-72.0662,1653101348.0
530,karasuk,21.11,41.0,79.0,4.06,RU,53.7377,78.0403,1653101606.0
531,oskemen,17.74,59.0,7.0,2.08,KZ,49.9565,82.6119,1653101606.0
532,matagami,15.14,92.0,100.0,5.06,CA,49.7502,-77.6328,1653101606.0
533,fernley,14.08,15.0,1.0,1.79,US,39.608,-119.2518,1653101430.0
534,macamic,12.56,92.0,100.0,6.82,CA,48.7502,-78.9996,1653101607.0
535,douentza,32.6,28.0,50.0,2.04,ML,14.9951,-2.9517,1653101607.0
536,bathsheba,26.75,68.0,93.0,8.26,BB,13.2167,-59.5167,1653101607.0
537,san jeronimo,7.38,80.0,22.0,1.33,PE,-11.9472,-75.2829,1653101608.0
538,touros,25.04,88.0,90.0,2.98,BR,-5.1989,-35.4608,1653101608.0
539,ambilobe,19.91,82.0,28.0,1.63,MG,-13.2,49.05,1653101608.0
540,kishtwar,22.73,26.0,88.0,0.8,IN,33.3167,75.7667,1653101608.0
541,welkom,7.97,76.0,95.0,6.77,ZA,-27.9864,26.7066,1653101609.0
542,iquique,17.47,72.0,87.0,0.7,CL,-20.2208,-70.1431,1653101609.0
543,treinta y tres,7.66,87.0,11.0,2.9,UY,-33.2333,-54.3833,1653101609.0
544,cascais,20.85,67.0,90.0,2.24,PT,38.6979,-9.4215,1653101610.0
545,grimari,,,,,,,,
546,tilichiki,3.58,88.0,100.0,1.71,RU,60.4667,166.1,1653101610.0
547,ipanguacu,23.28,92.0,100.0,2.63,BR,-5.4983,-36.855,1653101346.0
548,fomboni,27.57,64.0,31.0,4.63,KM,-12.28,43.7425,1653101610.0
549,ust-kamchatsk,,,,,,,,
550,mocuba,18.93,95.0,8.0,1.87,MZ,-16.8392,36.9856,1653101611.0
551,pinega,0.08,62.0,99.0,3.79,RU,64.7001,43.3936,1653101611.0
552,havre-saint-pierre,7.08,70.0,100.0,4.91,CA,50.2334,-63.5986,1653101611.0
553,abbeville,9.03,98.0,48.0,4.02,FR,50.1,1.8333,1653101612.0
554,vodnyy,0.23,73.0,100.0,4.32,RU,63.5046,53.4095,1653101612.0
555,akyab,29.84,72.0,100.0,1.33,MM,20.15,92.9,1653101612.0
556,karla,4.52,87.0,1.0,3.69,EE,59.3723,24.9275,1653101613.0
557,ariquemes,17.85,73.0,5.0,0.29,BR,-9.9133,-63.0408,1653101416.0
558,jinka,16.56,89.0,78.0,1.37,ET,5.65,36.65,1653101613.0
559,warwick,15.3,85.0,100.0,2.22,US,41.7001,-71.4162,1653101501.0
560,itupiranga,22.15,81.0,100.0,0.37,BR,-5.1347,-49.3267,1653101613.0
561,lata,24.08,37.0,100.0,2.37,PT,40.1629,-8.3327,1653101614.0
562,leshukonskoye,-0.35,61.0,11.0,4.17,RU,64.8989,45.7622,1653101614.0
563,talcahuano,10.83,86.0,8.0,1.38,CL,-36.7167,-73.1167,1653101484.0
564,mindyak,1.05,99.0,100.0,5.78,RU,54.0231,58.7891,1653101614.0
565,cervo,17.2,92.0,81.0,5.81,ES,43.6702,-7.4101,1653101615.0
566,russell,24.4,68.0,67.0,2.14,US,32.3502,-85.1999,1653101615.0
567,la ronge,4.22,46.0,87.0,2.26,CA,55.1001,-105.2842,1653101615.0
568,aksu,27.72,20.0,96.0,3.06,CN,41.1231,80.2644,1653101616.0
569,saint-joseph,18.39,81.0,17.0,5.37,RE,-21.3667,55.6167,1653101616.0
570,manono,20.81,70.0,85.0,1.65,CD,-7.3,27.4167,1653101616.0
571,segou,32.79,30.0,54.0,3.92,ML,13.4317,-6.2157,1653101617.0
572,tommot,11.05,58.0,45.0,2.93,RU,58.9564,126.2925,1653101617.0
573,sri aman,28.94,79.0,74.0,1.34,MY,1.2376,111.4621,1653101617.0
574,sarkand,23.11,33.0,87.0,0.62,KZ,45.41,79.9186,1653101617.0
575,mabaruma,23.57,84.0,31.0,2.23,GY,8.2,-59.7833,1653101618.0
576,kahului,28.25,79.0,49.0,3.13,US,20.8947,-156.47,1653101596.0
577,pingzhuang,30.66,12.0,73.0,1.89,CN,42.0372,119.2889,1653101618.0
578,sibu,32.53,56.0,41.0,0.76,MY,2.3,111.8167,1653101618.0
579,kostrzyn,16.2,99.0,90.0,4.92,PL,52.3985,17.2281,1653101619.0
580,doctor pedro p. pena,,,,,,,,
581,saint anthony,10.42,71.0,92.0,5.47,US,45.0205,-93.218,1653101619.0
582,zhanaozen,13.05,63.0,59.0,8.74,KZ,43.3,52.8,1653101619.0
583,port pirie,19.26,41.0,0.0,3.41,AU,-33.1833,138.0167,1653101620.0
584,biak,24.72,92.0,98.0,3.66,ID,-0.9131,122.8766,1653101620.0
585,general roca,11.46,52.0,56.0,8.36,AR,-39.0333,-67.5833,1653101620.0
586,lucea,26.03,75.0,100.0,1.39,JM,18.451,-78.1736,1653101621.0
587,sabang,28.64,76.0,100.0,7.78,ID,5.8933,95.3214,1653101621.0
588,severo-yeniseyskiy,13.43,56.0,100.0,5.4,RU,60.3725,93.0408,1653101621.0
589,gat,26.92,28.0,89.0,3.29,IL,31.61,34.7642,1653101622.0
590,inderborskiy,,,,,,,,
591,hvolsvollur,8.24,81.0,99.0,2.75,IS,63.7533,-20.2243,1653101622.0
592,pochutla,26.57,69.0,7.0,2.72,MX,15.7432,-96.4661,1653101622.0
593,baiyin,20.09,38.0,100.0,3.91,CN,36.5583,104.2081,1653101623.0
594,presidencia roque saenz pena,9.89,83.0,0.0,2.86,AR,-26.7852,-60.4388,1653101623.0
595,hami,28.75,21.0,2.0,4.51,CN,42.8,93.45,1653101623.0
596,dicabisagan,29.98,67.0,95.0,2.5,PH,17.0818,122.4157,1653101624.0
597,patuli,34.11,53.0,0.0,6.21,IN,23.55,88.25,1653101624.0
598,tuensang,25.73,63.0,5.0,1.33,IN,26.2833,94.8333,1653101624.0
599,manokwari,28.16,74.0,41.0,2.09,ID,-0.8667,134.0833,1653101624.0
600,bonthe,25.82,86.0,100.0,3.3,SL,7.5264,-12.505,1653101625.0
601,krasnoselkup,10.32,59.0,51.0,4.43,RU,65.7,82.4667,1653101625.0
602,mpulungu,21.16,68.0,100.0,2.16,ZM,-8.7623,31.1141,1653101625.0
603,kamina,19.32,68.0,89.0,0.53,CD,-8.7386,24.9906,1653101626.0
